Observation,Action
"-0.016017627,0.23839231,-0.09447141,-1.4863847,0.28849283,0.26681492,0.0,0.0",1
"-0.016832924,0.20440723,-0.09446519,-1.5130657,0.30183342,0.2668116,0.0,0.0",0
"-0.017714119,0.16978885,-0.102735266,-1.541703,0.3169763,0.302858,0.0,0.0",1
"-0.018677998,0.1345399,-0.11301704,-1.5703557,0.33430868,0.34664747,0.0,0.0",1
"-0.019943714,0.09923008,-0.14238082,-1.5730687,0.3508667,0.33116066,0.0,0.0",2
"-0.02152071,0.064579666,-0.17339763,-1.543935,0.36740702,0.33080715,0.0,0.0",2
"-0.023029422,0.02938479,-0.16455284,-1.567797,0.38191238,0.29010728,0.0,1.0",3
"-0.024114132,-0.004598584,-0.102506,-1.5089418,0.3797228,-0.038678877,0.0,1.0",3
"-0.026484871,-0.02653512,-0.005810727,-0.6722836,0.18805857,-5.3490896,0.0,1.0",0
"0.007580948,1.4237072,0.37857383,0.2713766,-0.0071334555,-0.05421672,0.0,0.0",1
"0.011339379,1.4292145,0.37858236,0.24474488,-0.009842574,-0.054187793,0.0,0.0",0
"0.01500082,1.4341272,0.36641017,0.21834412,-0.01010756,-0.0052999863,0.0,0.0",1
"0.018662263,1.43844,0.36641026,0.19167577,-0.01037358,-0.005320742,0.0,0.0",0
"0.022236252,1.4433827,0.35813537,0.21967612,-0.0110970205,-0.014470143,0.0,0.0",2
"0.025883103,1.4477328,0.36726624,0.19330955,-0.013648781,-0.051039647,0.0,0.0",3
"0.02944355,1.451493,0.35641423,0.16712457,-0.01401994,-0.007423836,0.0,0.0",1
"0.033003904,1.4546535,0.35641438,0.14045624,-0.0143923815,-0.00744953,0.0,0.0",0
"0.036713313,1.4580232,0.37063697,0.14976947,-0.014093318,0.0059820437,0.0,0.0",2
"0.040485002,1.460784,0.37846082,0.122684754,-0.015365419,-0.02544443,0.0,0.0",3
"0.044345282,1.4638258,0.38693628,0.13517933,-0.016259748,-0.017888496,0.0,0.0",2
"0.0484025,1.4676338,0.40576348,0.16924661,-0.01629324,-0.000669939,0.0,0.0",2
"0.05237732,1.4708389,0.3954099,0.14246413,-0.014253206,0.040804543,0.0,0.0",1
"0.056275845,1.4734368,0.38586983,0.11550081,-0.010305186,0.078967616,0.0,0.0",1
"0.060261346,1.4754457,0.3967598,0.08929142,-0.008540899,0.0352887,0.0,0.0",3
"0.06424675,1.4768544,0.39675555,0.062622465,-0.006775578,0.03530978,0.0,0.0",0
"0.0681531,1.4776741,0.38683432,0.036445305,-0.0030227643,0.07506324,0.0,0.0",1
"0.072059155,1.4778942,0.38682276,0.009775468,0.00072867866,0.07503531,0.0,0.0",0
"0.07585621,1.4781089,0.3764253,0.00953598,0.0039721606,0.06487547,0.0,0.0",2
"0.079730414,1.4777122,0.38610205,-0.017631624,0.0052758586,0.026076248,0.0,0.0",3
"0.08351936,1.4767183,0.37540334,-0.04419093,0.008722359,0.068936266,0.0,0.0",1
"0.08730803,1.4751246,0.37539244,-0.07086082,0.012167085,0.06890045,0.0,0.0",0
"0.09117746,1.4729383,0.385503,-0.097177744,0.013582996,0.028320933,0.0,0.0",3
"0.09518413,1.4709777,0.39854646,-0.08715833,0.015670806,0.041760076,0.0,0.0",2
"0.09919081,1.4683955,0.39856058,-0.114784546,0.017757677,0.041737683,0.0,0.0",0
"0.1031908,1.4666911,0.39783752,-0.075779706,0.019895097,0.04274841,0.0,0.0",2
"0.1071908,1.4643867,0.39783755,-0.10244676,0.022032516,0.042748336,0.0,0.0",0
"0.11109991,1.4626893,0.38909286,-0.07547272,0.023832228,0.035993904,0.0,0.0",2
"0.1149231,1.4603826,0.37829515,-0.10258927,0.027797762,0.07931085,0.0,0.0",1
"0.118746184,1.457476,0.3782952,-0.12925725,0.0317633,0.0793107,0.0,0.0",0
"0.12256928,1.4539698,0.37829524,-0.15592521,0.035728835,0.07931058,0.0,0.0",0
"0.12648249,1.4498755,0.38960984,-0.1820096,0.03742197,0.03386315,0.0,0.0",3
"0.13031578,1.4451754,0.37957332,-0.20899314,0.041128185,0.07412423,0.0,0.0",1
"0.13416958,1.4414454,0.3813377,-0.16589236,0.0451296,0.08002832,0.0,0.0",2
"0.13802347,1.4371156,0.3813378,-0.19256034,0.04913101,0.08002822,0.0,0.0",0
"0.14187737,1.432186,0.38133785,-0.21922834,0.053132415,0.08002813,0.0,0.0",0
"0.14573117,1.4266567,0.38133794,-0.24589634,0.05713383,0.08002802,0.0,0.0",0
"0.14970474,1.4217489,0.39252967,-0.21831727,0.061903697,0.09539734,0.0,0.0",2
"0.1535966,1.4162344,0.3822859,-0.24539521,0.06873069,0.1365402,0.0,0.0",1
"0.15742818,1.410103,0.37470847,-0.27291378,0.07709374,0.16726102,0.0,0.0",1
"0.16116324,1.4033523,0.36258614,-0.30063862,0.087908044,0.21628597,0.0,0.0",1
"0.1646947,1.3967613,0.34297207,-0.29356205,0.09799001,0.20163918,0.0,0.0",2
"0.16822596,1.3895717,0.34297323,-0.32023722,0.10807191,0.20163779,0.0,0.0",0
"0.17181854,1.3817887,0.35066262,-0.34655917,0.11660869,0.17073585,0.0,0.0",3
"0.17531948,1.3740363,0.34170383,-0.3452328,0.124951,0.16684613,0.0,0.0",2
"0.17882033,1.3656847,0.3417049,-0.37190527,0.13329327,0.16684532,0.0,0.0",0
"0.18218383,1.3574544,0.32832175,-0.36652824,0.14130211,0.16017677,0.0,0.0",2
"0.18542919,1.3495468,0.31665152,-0.35221645,0.14917074,0.15737258,0.0,0.0",2
"0.18848257,1.3415288,0.2981127,-0.35710323,0.15638544,0.14429395,0.0,0.0",2
"0.19153586,1.3329114,0.29811367,-0.3837742,0.1636001,0.14429341,0.0,0.0",0
"0.19466658,1.3237139,0.30785966,-0.40936407,0.1688227,0.10445166,0.0,0.0",3
"0.19767475,1.3147715,0.29572266,-0.39802554,0.17392993,0.102144614,0.0,0.0",2
"0.2006506,1.3065846,0.2919061,-0.36454508,0.17961316,0.11366465,0.0,0.0",2
"0.20354232,1.2977693,0.28133637,-0.3927557,0.18748336,0.1574037,0.0,0.0",1
"0.20643386,1.288355,0.2813378,-0.41942745,0.19535351,0.15740302,0.0,0.0",0
"0.2093255,1.2783415,0.2813393,-0.44609922,0.20322362,0.15740235,0.0,0.0",0
"0.21221694,1.2677288,0.28134078,-0.472771,0.21109368,0.15740168,0.0,0.0",0
"0.2151083,1.2565168,0.28134236,-0.49944273,0.21896373,0.15740097,0.0,0.0",0
"0.2179081,1.2446809,0.26988047,-0.5275818,0.22919501,0.20462576,0.0,0.0",1
"0.22061872,1.232204,0.25862533,-0.55650747,0.2418153,0.2524057,0.0,0.0",1
"0.22323188,1.2191043,0.2464586,-0.5847242,0.2569409,0.30251214,0.0,0.0",1
"0.22590418,1.2054229,0.25394857,-0.6104454,0.2705245,0.27167165,0.0,0.0",3
"0.22850427,1.1917785,0.2465692,-0.6089596,0.28431082,0.2757266,0.0,0.0",2
"0.2309825,1.1782937,0.2343409,-0.6020151,0.29821408,0.27806515,0.0,0.0",2
"0.23354836,1.1642538,0.24546123,-0.6263186,0.30972564,0.2302312,0.0,0.0",3
"0.23611394,1.1496156,0.24546619,-0.65299577,0.32123712,0.23022906,0.0,0.0",0
"0.2383155,1.1354343,0.20965143,-0.6326503,0.3321804,0.21886563,0.0,0.0",2
"0.24060288,1.1207057,0.22057644,-0.6565048,0.3407084,0.1705592,0.0,0.0",3
"0.24283266,1.1053413,0.21330658,-0.68517655,0.35086167,0.20306543,0.0,0.0",1
"0.24514017,1.0894198,0.22315049,-0.7095028,0.35885942,0.15995556,0.0,0.0",3
"0.24736586,1.0728658,0.21293156,-0.7381736,0.3690388,0.20358694,0.0,0.0",1
"0.249656,1.0557587,0.22118238,-0.7623612,0.37733862,0.16599678,0.0,0.0",3
"0.25164548,1.0393393,0.19097444,-0.731883,0.385809,0.16940771,0.0,0.0",2
"0.25363463,1.0223207,0.19097778,-0.75855523,0.39427936,0.16940686,0.0,0.0",0
"0.25562352,1.004703,0.1909812,-0.7852274,0.40274963,0.16940603,0.0,0.0",0
"0.25753754,0.98642635,0.18143399,-0.81516165,0.41346297,0.21426615,0.0,0.0",1
"0.25951433,0.9675798,0.18932977,-0.84009427,0.42246506,0.18004185,0.0,0.0",3
"0.2612087,0.9493528,0.16081026,-0.81271094,0.43181863,0.18707189,0.0,0.0",2
"0.26290283,0.9305267,0.1608148,-0.8393843,0.44117215,0.18707079,0.0,0.0",0
"0.26459664,0.91110164,0.16081944,-0.86605763,0.4505256,0.18706965,0.0,0.0",0
"0.2662901,0.89107776,0.16082416,-0.89273083,0.459879,0.18706854,0.0,0.0",0
"0.26804036,0.8705024,0.1681441,-0.91675705,0.4674756,0.15193202,0.0,0.0",3
"0.2696331,0.85039204,0.15166672,-0.8963867,0.47590196,0.16852698,0.0,0.0",2
"0.2712821,0.8297124,0.15873751,-0.9212306,0.48275435,0.13704793,0.0,0.0",3
"0.27293092,0.80843323,0.15874022,-0.9479007,0.48960674,0.1370475,0.0,0.0",0
"0.27450123,0.7872371,0.15031393,-0.94445825,0.49712935,0.15045257,0.0,0.0",2
"0.2760008,0.76539487,0.14144352,-0.97387326,0.506708,0.1915729,0.0,0.0",1
"0.27742282,0.7428932,0.13167259,-1.0040141,0.518634,0.23852117,0.0,0.0",1
"0.27884418,0.7197933,0.13168135,-1.0306913,0.53055996,0.23851879,0.0,0.0",0
"0.28026494,0.69609493,0.13169028,-1.0573682,0.5424858,0.23851645,0.0,0.0",0
"0.28173304,0.67185074,0.13788739,-1.0811365,0.55278254,0.20593555,0.0,0.0",3
"0.28320056,0.64700764,0.13789432,-1.1078107,0.56307924,0.205934,0.0,0.0",0
"0.28466758,0.6215657,0.13790135,-1.1344848,0.5733759,0.20593247,0.0,0.0",0
"0.28572932,0.59651953,0.097347185,-1.1169972,0.5837633,0.2077485,0.0,0.0",2
"0.2864992,0.5717122,0.06797321,-1.1065544,0.5944506,0.21374659,0.0,0.0",2
"0.2868088,0.54739153,0.021916015,-1.085033,0.6052514,0.21601601,0.0,0.0",2
"0.28719464,0.5225591,0.031849463,-1.1067921,0.6133608,0.16218904,0.0,0.0",3
"0.2875801,0.4971275,0.031854186,-1.1334631,0.6214702,0.16218805,0.0,0.0",0
"0.28804255,0.4711647,0.041603696,-1.1561273,0.6271122,0.112839915,0.0,0.0",3
"0.28805915,0.44543904,-0.0028358207,-1.1455457,0.63259953,0.10974659,0.0,0.0",2
"0.2880292,0.4190507,-0.008911109,-1.1757258,0.63985294,0.14506915,0.0,0.0",1
"0.28799886,0.39206278,-0.008907187,-1.202396,0.64710635,0.14506862,0.0,0.0",0
"0.28782883,0.36517105,-0.02347857,-1.1984752,0.6551384,0.16064036,0.0,0.0",2
"0.28759098,0.33759278,-0.03223809,-1.2300717,0.6656959,0.21115032,0.0,0.0",1
"0.28742227,0.30950856,-0.023141148,-1.2514973,0.6735972,0.15802623,0.0,0.0",3
"0.28731593,0.28089073,-0.01518433,-1.2743334,0.6793507,0.11506889,0.0,0.0",3
"0.2867748,0.25280952,-0.059133194,-1.250772,0.68574274,0.12784149,0.0,0.0",2
"0.28617555,0.22405401,-0.06664692,-1.2817094,0.6943208,0.17156112,0.0,0.0",1
"0.28552055,0.1946382,-0.073656924,-1.3119369,0.7048376,0.21033669,0.0,0.0",1
"0.28430328,0.1656732,-0.129908,-1.2920158,0.7154729,0.21270676,0.0,0.0",2
"0.283043,0.13604194,-0.13548002,-1.3224866,0.7278928,0.24839926,0.0,0.0",1
"0.28178185,0.10581208,-0.13546723,-1.349163,0.74031264,0.2483966,0.0,0.0",0
"0.28051978,0.074983776,-0.13545427,-1.3758394,0.75273234,0.24839392,0.0,1.0",0
"0.27871734,0.046921786,-0.17712978,-1.2452747,0.7517952,-0.014639543,0.0,1.0",2
"0.27646083,0.018422209,-0.20834033,-1.2560937,0.7287399,-0.46097812,0.0,1.0",3
"0.2718788,0.007135723,-0.3050682,-0.3906401,0.54355496,-3.7901406,0.0,1.0",1
"-0.010764981,1.4180759,-0.5444393,0.14613934,0.012345708,0.12205639,0.0,0.0",0
"-0.016054343,1.4207735,-0.53272444,0.119863525,0.016089581,0.07488465,0.0,0.0",3
"-0.021461582,1.4236848,-0.5439735,0.12934312,0.019311372,0.06444156,0.0,0.0",2
"-0.026870156,1.426715,-0.54414296,0.13463448,0.022570804,0.06519436,0.0,0.0",2
"-0.032278728,1.4291453,-0.544153,0.10796285,0.025829496,0.06517966,0.0,0.0",0
"-0.03768749,1.4309759,-0.5441626,0.081296496,0.02908769,0.0651696,0.0,0.0",0
"-0.043096446,1.4322065,-0.5441722,0.0546274,0.0323454,0.065159455,0.0,0.0",0
"-0.048505403,1.4328372,-0.54418176,0.027958147,0.03560258,0.065149345,0.0,0.0",0
"-0.054001044,1.4328575,-0.55506593,0.0007639394,0.041045047,0.10885917,0.0,0.0",1
"-0.059560966,1.4322809,-0.56311667,-0.025841946,0.04809374,0.14098684,0.0,0.0",1
"-0.065023705,1.4311213,-0.550899,-0.05168918,0.052675728,0.09164809,0.0,0.0",3
"-0.07039032,1.4293813,-0.5388373,-0.07741524,0.05482288,0.04294722,0.0,0.0",3
"-0.07569218,1.427036,-0.5307147,-0.10424809,0.05534716,0.010486735,0.0,0.0",3
"-0.08107042,1.4240799,-0.54031837,-0.13148215,0.057805013,0.049161844,0.0,0.0",1
"-0.086356066,1.420522,-0.5286967,-0.15813693,0.0579344,0.0025879939,0.0,0.0",3
"-0.09164171,1.416364,-0.52869564,-0.18480557,0.058065154,0.0026152418,0.0,0.0",0
"-0.096858025,1.4116038,-0.5199968,-0.2114975,0.05645557,-0.032194957,0.0,0.0",3
"-0.1021389,1.40623,-0.5281122,-0.23883821,0.056486018,0.0006086879,0.0,0.0",1
"-0.10748939,1.4002523,-0.53685194,-0.2657458,0.058268834,0.035659797,0.0,0.0",1
"-0.112919234,1.394504,-0.5445651,-0.25554916,0.05983144,0.031254865,0.0,0.0",2
"-0.11841774,1.3881469,-0.5531722,-0.2826713,0.06312505,0.06587817,0.0,0.0",1
"-0.12407913,1.3825115,-0.568961,-0.2505811,0.06591937,0.05589161,0.0,0.0",2
"-0.129945,1.3777709,-0.5887582,-0.21079652,0.06807104,0.04303702,0.0,0.0",2
"-0.13581076,1.3724301,-0.58876336,-0.23747267,0.07022276,0.04303854,0.0,0.0",0
"-0.14174071,1.3664554,-0.5968299,-0.26572457,0.07402179,0.07598078,0.0,0.0",1
"-0.14767066,1.3598809,-0.5968298,-0.2923924,0.07782083,0.07598071,0.0,0.0",0
"-0.15353164,1.3527133,-0.5881847,-0.31866476,0.079882205,0.041227452,0.0,0.0",3
"-0.15945797,1.3449434,-0.5963709,-0.345542,0.08358405,0.07403696,0.0,0.0",1
"-0.16547003,1.3365719,-0.607111,-0.37240565,0.08943537,0.11702655,0.0,0.0",1
"-0.17163782,1.3286653,-0.6222531,-0.35174435,0.09486179,0.108528376,0.0,0.0",2
"-0.17789736,1.3201399,-0.6337735,-0.37942025,0.10262112,0.1551867,0.0,0.0",1
"-0.18422107,1.3110163,-0.6418065,-0.40616795,0.11198367,0.18725105,0.0,0.0",1
"-0.19046621,1.3013136,-0.63189995,-0.43179893,0.11933077,0.14694203,0.0,0.0",3
"-0.19663163,1.2910258,-0.6218912,-0.4576801,0.124652304,0.10643051,0.0,0.0",3
"-0.20279703,1.2801381,-0.6218907,-0.4843491,0.12997381,0.106430314,0.0,0.0",0
"-0.20889792,1.2686543,-0.6138102,-0.5107132,0.13367598,0.07404315,0.0,0.0",3
"-0.21507898,1.256566,-0.6238368,-0.53778934,0.13938867,0.11425418,0.0,0.0",1
"-0.22119598,1.2439026,-0.6157571,-0.5632106,0.1434334,0.080895185,0.0,0.0",3
"-0.22731304,1.2306391,-0.61575675,-0.5898786,0.14747816,0.08089508,0.0,0.0",0
"-0.23336963,1.2167832,-0.6081836,-0.6160648,0.14999612,0.050358973,0.0,0.0",3
"-0.23942623,1.2023276,-0.6081835,-0.64273185,0.15251407,0.05035895,0.0,0.0",0
"-0.24548283,1.1872721,-0.6081833,-0.669399,0.15503202,0.050358944,0.0,0.0",0
"-0.25153947,1.1716163,-0.60818326,-0.69606614,0.15754998,0.05035893,0.0,0.0",0
"-0.25768644,1.1553403,-0.6195328,-0.7239009,0.16238193,0.096639104,0.0,0.0",1
"-0.2637444,1.1384982,-0.6082988,-0.7488098,0.16488613,0.050083596,0.0,0.0",3
"-0.26972628,1.1210812,-0.59871894,-0.77415055,0.16541548,0.010587049,0.0,0.0",3
"-0.27576876,1.1030405,-0.6063626,-0.80204654,0.16753128,0.042316146,0.0,0.0",1
"-0.28181124,1.0843999,-0.60636246,-0.82871354,0.16964707,0.042316157,0.0,0.0",0
"-0.28785372,1.0651593,-0.60636234,-0.8553804,0.17176285,0.042316027,0.0,0.0",0
"-0.29396468,1.0453041,-0.61495364,-0.8829072,0.17562938,0.07733059,0.0,0.0",1
"-0.30033702,1.0261571,-0.6406083,-0.8513778,0.17900938,0.06759997,0.0,0.0",2
"-0.30663538,1.0064408,-0.6312593,-0.87645423,0.18043986,0.028609637,0.0,0.0",3
"-0.31325513,0.98725075,-0.6625594,-0.85296726,0.18103038,0.011810313,0.0,0.0",2
"-0.31996256,0.9674488,-0.67354107,-0.8804348,0.1838385,0.05616241,0.0,0.0",1
"-0.3265926,0.94705755,-0.6638522,-0.90638,0.1846893,0.017015869,0.0,0.0",3
"-0.33342797,0.9266799,-0.6838011,-0.9057077,0.18495342,0.005282428,0.0,0.0",2
"-0.34019026,0.9057261,-0.67460066,-0.93108195,0.18331656,-0.03273726,0.0,0.0",3
"-0.34703857,0.88415855,-0.6853719,-0.95861894,0.18386042,0.010877232,0.0,0.0",1
"-0.3538869,0.86199117,-0.6853719,-0.9852857,0.18440428,0.01087721,0.0,0.0",0
"-0.36084813,0.8404295,-0.6968356,-0.9583855,0.18511553,0.014224961,0.0,0.0",2
"-0.36780944,0.8182679,-0.6968355,-0.9850522,0.1858268,0.014225112,0.0,0.0",0
"-0.37486035,0.7954771,-0.7081247,-1.0133061,0.18887082,0.06088083,0.0,0.0",1
"-0.38191128,0.7720864,-0.7081245,-1.0399736,0.19191487,0.06088099,0.0,0.0",0
"-0.3888852,0.7481069,-0.6984799,-1.0658952,0.19300938,0.021890536,0.0,0.0",3
"-0.39577323,0.7235623,-0.6876367,-1.0907187,0.19183895,-0.023408415,0.0,0.0",3
"-0.40273914,0.69840735,-0.6973833,-1.1181089,0.19263658,0.015952298,0.0,0.0",1
"-0.4096357,0.67267644,-0.68864703,-1.1434642,0.19162203,-0.020290926,0.0,0.0",3
"-0.41646132,0.6463773,-0.6796853,-1.1684815,0.18872672,-0.05790612,0.0,0.0",3
"-0.42321396,0.61950517,-0.67047405,-1.1937145,0.18391773,-0.09617976,0.0,0.0",3
"-0.42988068,0.5920591,-0.6596547,-1.2189736,0.17688124,-0.14073016,0.0,0.0",3
"-0.43645388,0.5640392,-0.64788973,-1.2442325,0.16743177,-0.18898949,0.0,0.0",3
"-0.4430991,0.5354001,-0.65693843,-1.2720146,0.15983935,-0.15184872,0.0,0.0",1
"-0.44982567,0.506138,-0.6671516,-1.2999558,0.15434287,-0.10992936,0.0,0.0",1
"-0.45678797,0.477219,-0.6900994,-1.2846665,0.14821485,-0.122560665,0.0,0.0",2
"-0.4637503,0.44770038,-0.69009876,-1.3113363,0.14208683,-0.12256032,0.0,0.0",0
"-0.4707684,0.41879448,-0.69593436,-1.284161,0.13623281,-0.117080174,0.0,0.0",2
"-0.47789845,0.3898161,-0.70683897,-1.2873765,0.130086,-0.122936174,0.0,0.0",2
"-0.48493868,0.36024866,-0.69555956,-1.31339,0.121667475,-0.16837047,0.0,0.0",3
"-0.49206805,0.33007443,-0.70673394,-1.3405827,0.11549427,-0.12346395,0.0,0.0",1
"-0.49919748,0.2993008,-0.70673335,-1.3672525,0.1093211,-0.12346344,0.0,0.0",0
"-0.50651705,0.268714,-0.72512406,-1.3589247,0.102538146,-0.13565913,0.0,0.0",2
"-0.51390815,0.23751147,-0.73410285,-1.3864455,0.097576946,-0.09922387,0.0,0.0",1
"-0.5215032,0.20716532,-0.7539934,-1.3483691,0.09211327,-0.10927347,0.0,0.0",2
"-0.5290922,0.17731777,-0.7537268,-1.3262485,0.08698853,-0.102494754,0.0,0.0",2
"-0.5365987,0.14689258,-0.74335283,-1.3518251,0.079758234,-0.144606,0.0,0.0",3
"-0.5441017,0.1166628,-0.7432126,-1.3431844,0.07273907,-0.14038329,0.0,0.0",2
"-0.55160475,0.0858337,-0.7432121,-1.369855,0.06571994,-0.1403828,0.0,0.0",0
"-0.5590215,0.054411586,-0.7323743,-1.3961583,0.05652605,-0.1838778,0.0,0.0",3
"-0.56636274,0.022385655,-0.7229122,-1.4229885,0.045443848,-0.22164425,0.0,0.0",3
"-0.573779,-0.010234943,-0.7323112,-1.4495468,0.036240175,-0.18407348,1.0,0.0",1
"-0.58116853,-0.041678444,-0.7484537,-1.3978488,0.046108443,0.19796653,1.0,1.0",2
"-0.58878523,-0.059817184,-0.9513031,-0.09935269,0.16919194,-0.14214307,1.0,1.0",0
"-0.0007071495,1.4070297,-0.04236897,-0.09939851,0.002932868,0.051355205,0.0,0.0",1
"-0.0011871338,1.4041953,-0.05268238,-0.12599234,0.00756543,0.09265961,0.0,0.0",1
"-0.0017333984,1.4007537,-0.0609981,-0.15300956,0.013862521,0.1259537,0.0,0.0",1
"-0.0023716926,1.3967197,-0.07253031,-0.17939885,0.022465318,0.17207217,0.0,0.0",1
"-0.0030780793,1.3926165,-0.07905195,-0.18250881,0.030779751,0.16630414,0.0,0.0",2
"-0.0038503646,1.3879186,-0.087285526,-0.20903462,0.04073707,0.19916452,0.0,0.0",1
"-0.0046229362,1.3826218,-0.08731488,-0.235708,0.050691955,0.19911572,0.0,0.0",0
"-0.0053959847,1.3767265,-0.0873435,-0.2623833,0.060645588,0.19909093,0.0,0.0",0
"-0.006169319,1.3702325,-0.087372094,-0.28905913,0.07059764,0.19905905,0.0,0.0",0
"-0.006943035,1.3631396,-0.0874005,-0.31573537,0.08054809,0.19902709,0.0,0.0",0
"-0.007622528,1.3566378,-0.07872303,-0.28958648,0.091245376,0.21396518,0.0,0.0",2
"-0.0082413675,1.3495569,-0.07109162,-0.3152876,0.100377165,0.18265268,0.0,0.0",3
"-0.00877018,1.3418821,-0.05978319,-0.34158948,0.107234396,0.13715701,0.0,0.0",3
"-0.009217262,1.3344338,-0.0522658,-0.33159545,0.11475302,0.15038648,0.0,0.0",2
"-0.009898472,1.3275735,-0.075004734,-0.3054349,0.12160311,0.1370143,0.0,0.0",2
"-0.010579968,1.3201139,-0.075021945,-0.33211508,0.12845305,0.13701084,0.0,0.0",0
"-0.01132555,1.313019,-0.08151351,-0.31594017,0.13539091,0.13876988,0.0,0.0",2
"-0.012098407,1.3063781,-0.08456366,-0.29582074,0.14264552,0.14510553,0.0,0.0",2
"-0.012774753,1.2991624,-0.07239078,-0.3211664,0.14740926,0.09528283,0.0,0.0",3
"-0.01337347,1.2913762,-0.062632136,-0.34632382,0.1501529,0.054877948,0.0,0.0",3
"-0.014040661,1.282965,-0.07123216,-0.37430117,0.15467264,0.09040295,0.0,0.0",1
"-0.01479435,1.2739453,-0.082056396,-0.40157792,0.16136566,0.13387242,0.0,0.0",1
"-0.015473175,1.2643434,-0.07263662,-0.4272706,0.1661316,0.095327295,0.0,0.0",3
"-0.01622219,1.2541134,-0.08147746,-0.45541906,0.17273465,0.13207276,0.0,0.0",1
"-0.017035102,1.2432419,-0.08958604,-0.484163,0.1810547,0.16640137,0.0,0.0",1
"-0.017758941,1.2318037,-0.07834206,-0.5091002,0.18704188,0.11974345,0.0,0.0",3
"-0.018411731,1.2197841,-0.06942864,-0.5347366,0.19120272,0.08321668,0.0,0.0",3
"-0.019131279,1.2071515,-0.07778543,-0.5622105,0.19706447,0.11723514,0.0,0.0",1
"-0.01985092,1.1939193,-0.077784605,-0.58888,0.20292622,0.117234886,0.0,0.0",0
"-0.02057066,1.1800877,-0.07778375,-0.6155495,0.20878793,0.11723429,0.0,0.0",0
"-0.021225166,1.165667,-0.0696154,-0.6415094,0.2129941,0.08412323,0.0,0.0",3
"-0.021879673,1.1506468,-0.06961494,-0.66817755,0.21720028,0.0841232,0.0,0.0",0
"-0.022534275,1.1350266,-0.06961446,-0.6948456,0.22140643,0.084123,0.0,0.0",0
"-0.02323494,1.1197975,-0.074680135,-0.6775447,0.22607563,0.09338416,0.0,0.0",2
"-0.023851205,1.1039863,-0.064095505,-0.7031037,0.2285854,0.05019523,0.0,0.0",3
"-0.024467373,1.0875751,-0.06409533,-0.7297708,0.23109515,0.050195206,0.0,0.0",0
"-0.025083637,1.070564,-0.064095154,-0.75643796,0.23360491,0.050195195,0.0,0.0",0
"-0.025900174,1.0543078,-0.08419059,-0.72290635,0.23618029,0.051507793,0.0,0.0",2
"-0.027076816,1.0387444,-0.11952545,-0.6920055,0.23806898,0.037774127,0.0,0.0",2
"-0.0283206,1.022554,-0.12799065,-0.72015876,0.2417377,0.0733739,0.0,0.0",1
"-0.029477214,1.00579,-0.11703602,-0.7452945,0.24313797,0.02800571,0.0,0.0",3
"-0.030633736,0.9884261,-0.11703595,-0.7719612,0.24453825,0.02800571,0.0,0.0",0
"-0.031790353,0.97046214,-0.11703589,-0.79862803,0.24593852,0.028005728,0.0,0.0",0
"-0.032946967,0.9518983,-0.11703583,-0.82529485,0.24733883,0.02800572,0.0,0.0",0
"-0.03445244,0.9339556,-0.1512923,-0.79757136,0.24809654,0.015154613,0.0,0.0",2
"-0.036044978,0.9153697,-0.16231711,-0.82655925,0.25121015,0.06227206,0.0,0.0",1
"-0.03764095,0.8969138,-0.16317952,-0.8208796,0.2548686,0.07316871,0.0,0.0",2
"-0.03922224,0.87883747,-0.16252856,-0.8041611,0.2593539,0.08970643,0.0,0.0",2
"-0.0408638,0.8608289,-0.16879615,-0.801213,0.2640981,0.09488429,0.0,0.0",2
"-0.04250536,0.84222066,-0.16879544,-0.8278815,0.2688423,0.09488414,0.0,0.0",0
"-0.04423523,0.8244719,-0.17839848,-0.78983974,0.27438843,0.11092265,0.0,0.0",2
"-0.046054363,0.80609524,-0.18959324,-0.8181933,0.28226504,0.1575323,0.0,0.0",1
"-0.047873687,0.7871196,-0.18959111,-0.84486496,0.29014164,0.1575316,0.0,0.0",0
"-0.04975891,0.7675102,-0.19789451,-0.8734265,0.2998164,0.1934954,0.0,0.0",1
"-0.051567458,0.7473391,-0.18818894,-0.89802635,0.30740324,0.1517373,0.0,0.0",3
"-0.05329485,0.7266156,-0.17787959,-0.9221454,0.31273067,0.10654881,0.0,0.0",3
"-0.055111695,0.70523715,-0.18922842,-0.951796,0.32056776,0.15674159,0.0,0.0",1
"-0.05700455,0.68322474,-0.19877224,-0.98046535,0.330457,0.19778469,0.0,0.0",1
"-0.058897592,0.66061366,-0.19876832,-1.0071398,0.34034616,0.1977832,0.0,0.0",0
"-0.06079092,0.6374037,-0.19876428,-1.0338142,0.35023525,0.19778185,0.0,0.0",0
"-0.06268463,0.613595,-0.19876012,-1.0604886,0.36012426,0.19778033,0.0,0.0",0
"-0.06465006,0.5891415,-0.20782454,-1.0897028,0.37205118,0.23853858,0.0,0.0",1
"-0.06661596,0.5640897,-0.20781815,-1.1163806,0.38397798,0.23853621,0.0,0.0",0
"-0.06867208,0.5383904,-0.21913198,-1.1459025,0.39840907,0.28862238,0.0,0.0",1
"-0.07080851,0.5120308,-0.22929037,-1.176021,0.41522083,0.3362346,0.0,0.0",1
"-0.07294588,0.48507464,-0.22927634,-1.2027094,0.4320322,0.33622807,0.0,0.0",0
"-0.07515192,0.45825127,-0.23661837,-1.1971734,0.44950128,0.34938234,0.0,0.0",2
